Location,Year,Month,average_monthly_rainfall
CoffsHarbour,2016,September,1.1633333333333333
CoffsHarbour,2017,April,2.9933333333333336
CoffsHarbour,2017,February,4.082142857142857
CoffsHarbour,2017,January,4.870967741935484
CoffsHarbour,2017,June,11.8
CoffsHarbour,2017,March,18.4
CoffsHarbour,2017,May,2.8161290322580643
Dartmoor,2009,April,2.1133333333333333
Dartmoor,2009,August,4.593548387096774
Dartmoor,2009,December,1.296774193548387
Dartmoor,2009,February,0
Dartmoor,2009,January,0
Dartmoor,2009,July,5.135483870967742
Dartmoor,2009,June,2.36
Dartmoor,2009,March,2.076923076923077
Dartmoor,2009,May,1.0516129032258064
Dartmoor,2009,November,1.1933333333333336
Dartmoor,2009,October,1.6193548387096777
Dartmoor,2009,September,3.3
Dartmoor,2010,April,2.5733333333333333
Dartmoor,2010,August,4.470967741935484
Dartmoor,2010,December,3.5548387096774197
Dartmoor,2010,February,1.785714285714286
Dartmoor,2010,January,0.6967741935483871
Dartmoor,2010,July,2.696774193548387
Dartmoor,2010,June,2.4
Dartmoor,2010,March,0.8129032258064518
Dartmoor,2010,May,1.8903225806451613
Dartmoor,2010,November,1.3399999999999999
Dartmoor,2010,October,2.012903225806452
Dartmoor,2010,September,3.0333333333333337
Dartmoor,2011,August,3.729032258064516
Dartmoor,2011,December,1.12258064516129
Dartmoor,2011,February,2.0714285714285716
Dartmoor,2011,January,4.232258064516128
Dartmoor,2011,July,3.858064516129032
Dartmoor,2011,June,3.3
Dartmoor,2011,March,1.4580645161290322
Dartmoor,2011,May,3.2193548387096773
Dartmoor,2011,November,2.3533333333333335
Dartmoor,2011,October,1.8838709677419356
Dartmoor,2011,September,1.8399999999999999
Dartmoor,2012,April,1.2600000000000002
Dartmoor,2012,August,3.4
Dartmoor,2012,February,0.5724137931034483
Dartmoor,2012,January,0.7290322580645161
Dartmoor,2012,July,3.425806451612903
Dartmoor,2012,June,3.8733333333333335
Dartmoor,2012,March,2.2129032258064516
Dartmoor,2012,May,3.1935483870967745
Dartmoor,2012,November,0.9400000000000001
Dartmoor,2012,October,1.3483870967741938
Dartmoor,2012,September,1.7200000000000002
Dartmoor,2013,April,1.086666666666667
Dartmoor,2013,August,6.380645161290323
Dartmoor,2013,December,1.1096774193548389
Dartmoor,2013,January,0.2129032258064516
Dartmoor,2013,July,3.9548387096774196
Dartmoor,2013,June,1.8133333333333332
Dartmoor,2013,March,0.8645161290322578
Dartmoor,2013,May,3.4774193548387102
Dartmoor,2013,November,1.38
Dartmoor,2013,October,3.574193548387097
Dartmoor,2013,September,2.3333333333333335
Dartmoor,2014,April,2.2800000000000002
Dartmoor,2014,August,1.26
Dartmoor,2014,December,0.9483870967741936
Dartmoor,2014,February,0.5571428571428572
Dartmoor,2014,January,0.8129032258064518
Dartmoor,2014,July,2.7806451612903227
Dartmoor,2014,June,4.746666666666666
Dartmoor,2014,March,1.5161290322580645
Dartmoor,2014,May,3.1290322580645156
Dartmoor,2014,November,0.6266666666666666
Dartmoor,2014,October,0.7741935483870966
Dartmoor,2014,September,0.8066666666666666
Dartmoor,2015,April,1.54
Dartmoor,2015,August,1.4064516129032258
Dartmoor,2015,December,0.4967741935483871
Dartmoor,2015,February,0.22142857142857142
Dartmoor,2015,January,2.3612903225806456
Dartmoor,2015,July,2.9612903225806453
Dartmoor,2015,June,2.1466666666666665
Dartmoor,2015,March,1.303225806451613
Dartmoor,2015,May,3.0838709677419356
Dartmoor,2015,November,0.7533333333333334
Dartmoor,2015,October,0.36129032258064514
Dartmoor,2015,September,1.8
Dartmoor,2016,April,1.1333333333333335
Dartmoor,2016,August,2.7806451612903222
Dartmoor,2016,December,1.6709677419354838
Dartmoor,2016,February,1.420689655172414
Dartmoor,2016,January,0.5866666666666666
Dartmoor,2016,July,4.116129032258065
Dartmoor,2016,June,5.053333333333334
Dartmoor,2016,March,0.9225806451612903
Dartmoor,2016,May,3.238709677419355
Dartmoor,2016,November,1.5599999999999998
Dartmoor,2016,October,2.3419354838709676
Dartmoor,2016,September,3.64
Dartmoor,2017,April,2.813333333333334
Dartmoor,2017,February,1.637037037037037
Dartmoor,2017,January,1.5290322580645161
Dartmoor,2017,June,0.5359999999999999
Dartmoor,2017,March,1.6129032258064515
Dartmoor,2017,May,2.0258064516129033
Darwin,2008,August,0
Darwin,2008,December,10.509677419354839
Darwin,2008,July,0
Darwin,2008,November,1.82
Darwin,2008,October,3.7741935483870974
Darwin,2008,September,0.17333333333333337
Darwin,2009,April,2.1199999999999997
Darwin,2009,August,0
Darwin,2009,December,14.748387096774191
Darwin,2009,February,17.707142857142856
Darwin,2009,January,13.258064516129032
Darwin,2009,July,0
Darwin,2009,June,0
Darwin,2009,March,3.7290322580645165
Darwin,2009,May,0.012903225806451611
Darwin,2009,November,4.366666666666666
Darwin,2009,October,1.0774193548387092
Darwin,2009,September,1.1466666666666667
Darwin,2010,April,4.553333333333334
Darwin,2010,August,0
Darwin,2010,December,12.593548387096774
Darwin,2010,February,15.314285714285713
Darwin,2010,January,20.329032258064515
Darwin,2010,July,0.006451612903225808
Darwin,2010,June,0
Darwin,2010,March,6.4
Darwin,2010,May,2.1354838709677417
Darwin,2010,November,6.94
Darwin,2010,October,5.090322580645162
Darwin,2010,September,1.3466666666666667
Darwin,2011,August,0
Darwin,2011,December,7.329032258064516
Darwin,2011,February,39.65
Darwin,2011,January,20.23225806451613
Darwin,2011,July,0
Darwin,2011,June,0
Darwin,2011,March,7.4709677419354845
Darwin,2011,May,0.01935483870967742
Darwin,2011,November,5.066666666666666
Darwin,2011,October,4.548387096774194
Darwin,2011,September,0.10666666666666669
Darwin,2012,April,2.34
Darwin,2012,August,0
Darwin,2012,February,8.62758620689655
Darwin,2012,January,14.812903225806451
Darwin,2012,July,0
Darwin,2012,June,0
Darwin,2012,March,18.464516129032255
Darwin,2012,May,1.6580645161290333
Darwin,2012,November,2.5800000000000005
Darwin,2012,October,0.5419354838709677
Darwin,2012,September,0.7066666666666664
Darwin,2013,April,3.386666666666666
Darwin,2013,August,0.08387096774193545
Darwin,2013,December,6.800000000000001
Darwin,2013,January,7.090322580645162
Darwin,2013,July,0
Darwin,2013,June,0.019999999999999993
Darwin,2013,March,12.290322580645162
Darwin,2013,May,1.0193548387096771
Darwin,2013,November,10.473333333333333
Darwin,2013,October,3.1806451612903226
Darwin,2013,September,0.006666666666666668
Darwin,2014,April,5.906666666666667
Darwin,2014,August,0
Darwin,2014,December,3.580645161290323
Darwin,2014,February,13.178571428571429
Darwin,2014,January,19.63225806451613
Darwin,2014,July,0
Darwin,2014,June,0
Darwin,2014,March,2.980645161290323
Darwin,2014,May,0.2774193548387097
Darwin,2014,November,5.526666666666666
Darwin,2014,October,0.4774193548387097
Darwin,2014,September,0
Darwin,2015,April,0.7066666666666666
Darwin,2015,August,0.006451612903225808
Darwin,2015,December,16.43225806451613
Darwin,2015,February,12.614285714285714
Darwin,2015,January,15.63225806451613
Darwin,2015,July,0
Darwin,2015,June,0.013333333333333343
Darwin,2015,March,7.445161290322581
Darwin,2015,May,0.4451612903225806
Darwin,2015,November,2.8066666666666666
Darwin,2015,October,1.3741935483870966
Darwin,2015,September,0.11333333333333337
Darwin,2016,April,1.5466666666666669
Darwin,2016,August,0
Darwin,2016,December,13.122580645161289
Darwin,2016,February,5.186206896551725
Darwin,2016,January,5.477419354838711
Darwin,2016,July,0
Darwin,2016,June,0
Darwin,2016,March,3.7354838709677423
Darwin,2016,May,2.012903225806451
Darwin,2016,November,6.94
Darwin,2016,October,4.219354838709678
Darwin,2016,September,2.1466666666666665
Darwin,2017,April,6.160000000000001
Darwin,2017,February,22.314285714285713
Darwin,2017,January,15.180645161290322
Darwin,2017,June,0
Darwin,2017,March,14.787096774193548
Darwin,2017,May,0.01290322580645161
GoldCoast,2008,December,4.126666666666667
GoldCoast,2009,April,12.853333333333337
GoldCoast,2009,August,0.1354838709677419
GoldCoast,2009,December,3.593333333333334
GoldCoast,2009,February,5.978571428571428
GoldCoast,2009,January,3.0064516129032257
GoldCoast,2009,July,0.232258064516129
GoldCoast,2009,June,4.66
GoldCoast,2009,March,2.9483870967741934
GoldCoast,2009,May,5.916129032258064
GoldCoast,2009,November,1.7333333333333327
GoldCoast,2009,October,0.6933333333333334
GoldCoast,2009,September,0.43333333333333324
GoldCoast,2010,April,1.8800000000000001
GoldCoast,2010,August,2.690322580645161
GoldCoast,2010,December,15.819354838709678
GoldCoast,2010,February,10.707142857142857
GoldCoast,2010,January,2.3806451612903223
GoldCoast,2010,July,2.2064516129032254
GoldCoast,2010,June,0.4133333333333334
GoldCoast,2010,March,5.974193548387099
GoldCoast,2010,May,7.8999999999999995
GoldCoast,2010,November,1.5466666666666666
GoldCoast,2010,October,12.07741935483871
GoldCoast,2010,September,3.1399999999999997
GoldCoast,2011,August,4.051612903225807
GoldCoast,2011,December,5.064516129032258
GoldCoast,2011,February,3.7571428571428576
GoldCoast,2011,January,5.193548387096774
GoldCoast,2011,July,0.8516129032258065
GoldCoast,2011,June,0.68
GoldCoast,2011,March,7.174193548387097
GoldCoast,2011,May,2.109677419354839
GoldCoast,2011,November,1.2000000000000002
GoldCoast,2011,October,3.3225806451612905
GoldCoast,2011,September,0.6333333333333335
GoldCoast,2012,April,10.606666666666667
GoldCoast,2012,August,0.025806451612903226
GoldCoast,2012,February,5.06206896551724
GoldCoast,2012,January,12.896774193548385
GoldCoast,2012,July,2.4774193548387102
GoldCoast,2012,June,6.78
GoldCoast,2012,March,3.9096774193548387
GoldCoast,2012,May,2.393548387096774
GoldCoast,2012,November,1.8199999999999998
GoldCoast,2012,October,0.6064516129032258
GoldCoast,2012,September,0.6800000000000002
GoldCoast,2013,April,7.753333333333334
GoldCoast,2013,August,0.058064516129032254
GoldCoast,2013,December,0.6709677419354838
GoldCoast,2013,January,8.161290322580648
GoldCoast,2013,July,4.232258064516129
GoldCoast,2013,June,4.86
GoldCoast,2013,March,7.006451612903225
GoldCoast,2013,May,3.0451612903225804
GoldCoast,2013,November,3.2733333333333334
GoldCoast,2013,October,0.4258064516129032
GoldCoast,2013,September,1.2266666666666666
GoldCoast,2014,April,2.1333333333333333
GoldCoast,2014,August,5.766666666666667
GoldCoast,2014,December,6.322580645161291
GoldCoast,2014,February,0.8814814814814814
GoldCoast,2014,January,1.929032258064516
GoldCoast,2014,July,0.303448275862069
GoldCoast,2014,June,0.8551724137931036
GoldCoast,2014,March,5.1161290322580655
GoldCoast,2014,May,1.3266666666666667
GoldCoast,2014,November,0.8482758620689655
GoldCoast,2014,October,0.051612903225806445
GoldCoast,2014,September,2.2413793103448274
GoldCoast,2015,April,10.468965517241383
GoldCoast,2015,August,1.1612903225806452
GoldCoast,2015,December,2.270967741935484
GoldCoast,2015,February,13.276923076923076
GoldCoast,2015,January,13.386206896551723
GoldCoast,2015,July,2.5032258064516135
GoldCoast,2015,June,3.2888888888888888
GoldCoast,2015,March,2.9928571428571433
GoldCoast,2015,May,3.5724137931034474
GoldCoast,2015,November,3.0137931034482763
GoldCoast,2015,October,0.8903225806451611
GoldCoast,2015,September,1.413793103448276
GoldCoast,2016,April,3.689655172413793
GoldCoast,2016,August,2.3103448275862073
GoldCoast,2016,December,1.8258064516129031
GoldCoast,2016,February,2.177777777777778
GoldCoast,2016,January,2.6880000000000006
GoldCoast,2016,July,0.5655172413793104
GoldCoast,2016,June,9.717241379310346
GoldCoast,2016,March,2.744
GoldCoast,2016,May,0.58
GoldCoast,2016,November,0.9214285714285715
GoldCoast,2016,October,1.1285714285714286
GoldCoast,2016,September,1.2214285714285713
GoldCoast,2017,April,1.18
GoldCoast,2017,February,0.936
GoldCoast,2017,January,4.124137931034483
GoldCoast,2017,June,4.976
GoldCoast,2017,March,12.70967741935484
GoldCoast,2017,May,2.509677419354839
Hobart,2008,August,1.2451612903225806
Hobart,2008,December,1.264516129032258
Hobart,2008,July,1.561290322580645
Hobart,2008,November,2.4466666666666668
Hobart,2008,October,0.632258064516129
Hobart,2008,September,0.8933333333333334
Hobart,2009,April,2.1266666666666674
Hobart,2009,August,3.174193548387097
Hobart,2009,December,1.8903225806451611
Hobart,2009,February,2.1142857142857143
Hobart,2009,January,0.3225806451612903
Hobart,2009,July,1.296774193548387
Hobart,2009,June,4.8
Hobart,2009,March,2.2580645161290325
Hobart,2009,May,1.7161290322580642
Hobart,2009,November,2.3400000000000003
Hobart,2009,October,2.0838709677419356
Hobart,2009,September,4.426666666666667
Hobart,2010,April,0.6066666666666667
Hobart,2010,August,3.677419354838709
Hobart,2010,December,1
Hobart,2010,February,1.2428571428571427
Hobart,2010,January,0.46451612903225803
Hobart,2010,July,0.1870967741935484
Hobart,2010,June,0.35333333333333333
Hobart,2010,March,0.9806451612903226
Hobart,2010,May,0.8580645161290321
Hobart,2010,November,3.1733333333333333
Hobart,2010,October,1.4903225806451612
Hobart,2010,September,3.1133333333333333
Hobart,2011,August,1.7161290322580647
Hobart,2011,December,1.6903225806451612
Hobart,2011,February,1.9428571428571426
Hobart,2011,January,1.929032258064516
Hobart,2011,July,1.6193548387096774
Hobart,2011,June,2.1466666666666665
Hobart,2011,March,1.5133333333333334
Hobart,2011,May,0.7612903225806451
Hobart,2011,November,1.8399999999999999
Hobart,2011,October,1.9741935483870967
Hobart,2011,September,1.52
Hobart,2012,April,0.7333333333333333
Hobart,2012,August,1.8645161290322578
Hobart,2012,February,0.7793103448275862
Hobart,2012,January,1.8064516129032264
Hobart,2012,July,0.5870967741935484
Hobart,2012,June,1.106666666666667
Hobart,2012,March,0.993548387096774
Hobart,2012,May,2.974193548387097
Hobart,2012,November,0.8266666666666668
Hobart,2012,October,0.9354838709677418
Hobart,2012,September,2.2666666666666666
Hobart,2013,April,0.7066666666666667
Hobart,2013,August,1.9677419354838708
Hobart,2013,December,0.9096774193548387
Hobart,2013,January,0.3677419354838709
Hobart,2013,July,3.270967741935484
Hobart,2013,June,1.7000000000000004
Hobart,2013,March,1.5677419354838709
Hobart,2013,May,0.7419354838709676
Hobart,2013,November,3.1333333333333333
Hobart,2013,October,3.438709677419355
Hobart,2013,September,1.3333333333333335
Hobart,2014,April,1.4
Hobart,2014,August,1.490322580645161
Hobart,2014,December,2.5161290322580645
Hobart,2014,February,0.9857142857142858
Hobart,2014,January,0.5225806451612902
Hobart,2014,July,3.1933333333333334
Hobart,2014,June,0.6866666666666668
Hobart,2014,March,0.7548387096774195
Hobart,2014,May,0.9870967741935484
Hobart,2014,November,1.16
Hobart,2014,October,1.6533333333333335
Hobart,2014,September,0.6466666666666667
Hobart,2015,April,0.41333333333333333
Hobart,2015,August,2.0580645161290323
Hobart,2015,December,1.1290322580645162
Hobart,2015,February,0.7714285714285715
Hobart,2015,January,4.053333333333334
Hobart,2015,July,0.7666666666666666
Hobart,2015,June,1.4733333333333334
Hobart,2015,March,1.6516129032258062
Hobart,2015,May,2.4451612903225803
Hobart,2015,November,1.3466666666666667
Hobart,2015,October,0.46451612903225803
Hobart,2015,September,0.8333333333333333
Hobart,2016,April,0.2933333333333333
Hobart,2016,August,0.5096774193548387
Hobart,2016,December,1.825806451612903
Hobart,2016,February,0.7517241379310344
Hobart,2016,January,1.2967741935483872
Hobart,2016,July,2.5548387096774197
Hobart,2016,June,3.8466666666666667
Hobart,2016,March,0.5483870967741935
Hobart,2016,May,3.096774193548387
Hobart,2016,November,2.1733333333333333
Hobart,2016,October,2.6903225806451614
Hobart,2016,September,3.1399999999999997
Hobart,2017,April,0.7200000000000001
Hobart,2017,February,0.37142857142857144
Hobart,2017,January,1.9354838709677415
Hobart,2017,June,0.19999999999999996
Hobart,2017,March,1.1935483870967742
Hobart,2017,May,0.9161290322580646
Katherine,2013,April,3.4400000000000013
Katherine,2013,August,0
Katherine,2013,December,5.529999999999999
Katherine,2013,July,0
Katherine,2013,June,0.0033333333333333335
Katherine,2013,March,12.548387096774192
Katherine,2013,May,0
Katherine,2013,November,4.931034482758621
Katherine,2013,October,0.464516129032258
Katherine,2013,September,0
Katherine,2014,April,0.8933333333333333
Katherine,2014,August,0
Katherine,2014,December,9.393548387096775
Katherine,2014,February,12.096296296296297
Katherine,2014,January,9.087096774193549
Katherine,2014,July,0
Katherine,2014,June,0
Katherine,2014,March,3.8413793103448266
Katherine,2014,May,0
Katherine,2014,November,3.106666666666667
Katherine,2014,October,0.06451612903225809
Katherine,2014,September,0
Katherine,2015,April,0
Katherine,2015,August,0
Katherine,2015,December,20.572413793103447
Katherine,2015,February,3.835714285714285
Katherine,2015,January,6.748387096774193
Katherine,2015,July,0
Katherine,2015,June,0
Katherine,2015,March,4.32258064516129
Katherine,2015,May,0.2645161290322579
Katherine,2015,November,3.3517241379310336
Katherine,2015,October,0
Katherine,2015,September,0
Katherine,2016,April,0.6266666666666667
Katherine,2016,August,0
Katherine,2016,December,4.533333333333333
Katherine,2016,February,3.889655172413793
Katherine,2016,January,8.112903225806452
Katherine,2016,July,0.17333333333333334
Katherine,2016,June,0
Katherine,2016,March,3.24516129032258
Katherine,2016,May,1.4387096774193553
Katherine,2016,November,1.3499999999999999
Katherine,2016,October,0.14193548387096777
Katherine,2016,September,1.9333333333333333
Katherine,2017,April,0.7399999999999999
Katherine,2017,February,12.4
Katherine,2017,January,15.68
Katherine,2017,June,0
Katherine,2017,March,10.626666666666667
Katherine,2017,May,0
Launceston,2008,December,1.761290322580645
Launceston,2009,April,2.5933333333333333
Launceston,2009,August,5.561290322580645
Launceston,2009,December,0.7451612903225806
Launceston,2009,February,1.3428571428571427
Launceston,2009,January,0.235483870967742
Launceston,2009,July,3.238709677419355
Launceston,2009,June,2.856666666666667
Launceston,2009,March,1.693548387096774
Launceston,2009,May,0.4258064516129032
Launceston,2009,November,1.9866666666666666
Launceston,2009,October,1.3064516129032258
Launceston,2009,September,2.61
Launceston,2010,April,3.2433333333333336
Launceston,2010,August,3.770967741935484
Launceston,2010,December,3
Launceston,2010,February,1.5035714285714288
Launceston,2010,January,0.2387096774193548
Launceston,2010,July,2.4483870967741934
Launceston,2010,June,3.5933333333333333
Launceston,2010,March,2.0193548387096776
Launceston,2010,May,1.506451612903226
Launceston,2010,November,1.7933333333333334
Launceston,2010,October,1.6645161290322583
Launceston,2010,September,2.6266666666666674
Launceston,2011,August,2.9483870967741934
Launceston,2011,December,0.8516129032258065
Launceston,2011,February,1.5428571428571427
Launceston,2011,January,1.7548387096774198
Launceston,2011,July,1.2258064516129032
Launceston,2011,June,3.849999999999999
Launceston,2011,March,2.845161290322581
Launceston,2011,May,1.235483870967742
Launceston,2011,November,4.113333333333334
Launceston,2011,October,1.3806451612903226
Launceston,2011,September,1.04
Launceston,2012,April,1.2733333333333332
Launceston,2012,August,2.270967741935484
Launceston,2012,February,1.6517241379310348
Launceston,2012,January,0.7161290322580645
Launceston,2012,July,1.2806451612903225
Launceston,2012,June,2.106666666666667
Launceston,2012,March,1.2451612903225806
Launceston,2012,May,3.0451612903225804
Launceston,2012,November,1.9666666666666661
Launceston,2012,October,0.36774193548387096
Launceston,2012,September,3.0666666666666664
Launceston,2013,April,0.6466666666666667
Launceston,2013,August,7.193548387096774
Launceston,2013,December,1.2290322580645163
Launceston,2013,January,0.5096774193548387
Launceston,2013,July,3.83
Launceston,2013,June,0.8266666666666668
Launceston,2013,March,2.2068965517241383
Launceston,2013,May,1.9967741935483874
Launceston,2013,November,4.373333333333333
Launceston,2013,October,2.780645161290322
Launceston,2013,September,3.0413793103448277
Launceston,2014,April,2.4733333333333336
Launceston,2014,August,0.6290322580645162
Launceston,2014,December,1.4689655172413794
Launceston,2014,February,0.30714285714285716
Launceston,2014,January,0.49677419354838703
Launceston,2014,July,4.376666666666667
Launceston,2014,June,2.0800000000000005
Launceston,2014,March,2.26
Launceston,2014,May,1.6451612903225805
Launceston,2014,November,0.2833333333333334
Launceston,2014,October,1.4387096774193548
Launceston,2014,September,1.8466666666666665
Launceston,2015,April,0.81
Launceston,2015,August,1.5193548387096776
Launceston,2015,December,0.9129032258064517
Launceston,2015,February,0.7214285714285714
Launceston,2015,January,2.0838709677419356
Launceston,2015,July,2.17741935483871
Launceston,2015,June,1.4799999999999998
Launceston,2015,March,1.8838709677419359
Launceston,2015,May,2.8806451612903223
Launceston,2015,November,1.2
Launceston,2015,October,0.04516129032258064
Launceston,2015,September,0.9433333333333334
Launceston,2016,April,0.9199999999999998
Launceston,2016,August,2.0838709677419356
Launceston,2016,December,2.287096774193549
Launceston,2016,February,0.8482758620689657
Launceston,2016,January,4.961290322580642
Launceston,2016,July,4.54516129032258
Launceston,2016,June,4.483333333333333
Launceston,2016,March,1.5967741935483868
Launceston,2016,May,4.312903225806452
Launceston,2016,November,1.84
Launceston,2016,October,2.3774193548387097
Launceston,2016,September,2.7066666666666666
Launceston,2017,April,1.1733333333333331
Launceston,2017,February,0.4285714285714286
Launceston,2017,January,1.4387096774193546
Launceston,2017,June,0.9523809523809522
Launceston,2017,March,0.6322580645161289
Launceston,2017,May,2.7548387096774194
Melbourne,2008,August,1.4451612903225806
Melbourne,2008,December,2.4774193548387102
Melbourne,2008,July,1.4322580645161291
Melbourne,2008,November,1.8066666666666664
Melbourne,2008,October,0.4580645161290323
Melbourne,2008,September,0.4
Melbourne,2009,April,1.3066666666666666
Melbourne,2009,August,1.3290322580645162
Melbourne,2009,December,1.9419354838709677
Melbourne,2009,February,0.10714285714285715
Melbourne,2009,January,0.025806451612903236
Melbourne,2009,July,1.2774193548387098
Melbourne,2009,June,0.8600000000000002
Melbourne,2009,March,1.535483870967742
Melbourne,2009,May,0.3419354838709678
Melbourne,2009,November,3.453333333333333
Melbourne,2009,October,0.7096774193548387
Melbourne,2009,September,2.373333333333333
Melbourne,2010,April,0.7133333333333334
Melbourne,2010,August,2.083870967741935
Melbourne,2010,December,2.7483870967741932
Melbourne,2010,February,2.2428571428571424
Melbourne,2010,January,0.825806451612903
Melbourne,2010,July,0.9935483870967743
Melbourne,2010,June,2.1133333333333333
Melbourne,2010,March,2.7354838709677423
Melbourne,2010,May,0.8064516129032258
Melbourne,2010,November,3.84
Melbourne,2010,October,4.670967741935483
Melbourne,2010,September,1.7666666666666666
Melbourne,2011,August,0.7760000000000001
Melbourne,2011,December,3.208
Melbourne,2011,February,6.300000000000001
Melbourne,2011,January,2.883870967741936
Melbourne,2011,July,1.456
Melbourne,2011,June,1.4818181818181817
Melbourne,2011,March,0.9806451612903225
Melbourne,2011,May,2.2064516129032254
Melbourne,2011,November,5.44
Melbourne,2011,October,3.009523809523809
Melbourne,2011,September,2.4000000000000004
Melbourne,2012,April,2.3
Melbourne,2012,August,2.2956521739130435
Melbourne,2012,February,2.8476190476190477
Melbourne,2012,January,1.176
Melbourne,2012,July,2.4583333333333335
Melbourne,2012,June,3.361904761904762
Melbourne,2012,March,2.3600000000000003
Melbourne,2012,May,3.5913043478260867
Melbourne,2012,November,1.2400000000000002
Melbourne,2012,October,1.3545454545454545
Melbourne,2012,September,1.6333333333333333
Melbourne,2013,April,1.1666666666666665
Melbourne,2013,August,2.547826086956522
Melbourne,2013,December,1.5185185185185182
Melbourne,2013,January,0.27142857142857146
Melbourne,2013,July,2.7130434782608694
Melbourne,2013,June,4.339130434782607
Melbourne,2013,March,1.5333333333333334
Melbourne,2013,May,1.6521739130434783
Melbourne,2013,November,2.819047619047619
Melbourne,2013,October,2.056
Melbourne,2013,September,4.152380952380953
Melbourne,2014,April,3.490909090909091
Melbourne,2014,August,1.55
Melbourne,2014,December,1.5307692307692309
Melbourne,2014,February,1.0666666666666669
Melbourne,2014,January,0.5913043478260869
Melbourne,2014,July,0.8636363636363638
Melbourne,2014,June,2.4272727272727272
Melbourne,2014,March,1.048
Melbourne,2014,May,1.4080000000000001
Melbourne,2014,November,3.505882352941176
Melbourne,2014,October,1.6838709677419357
Melbourne,2014,September,1.2666666666666666
Melbourne,2017,April,4.113333333333333
Melbourne,2017,February,1.4357142857142855
Melbourne,2017,January,1.0193548387096774
Melbourne,2017,June,0.44
Melbourne,2017,March,0.8516129032258064
Melbourne,2017,May,0.8064516129032256
MelbourneAirport,2009,April,1.1133333333333333
MelbourneAirport,2009,August,1.1483870967741936
MelbourneAirport,2009,December,1.206451612903226
MelbourneAirport,2009,February,0.2142857142857143
MelbourneAirport,2009,January,0.05161290322580645
MelbourneAirport,2009,July,0.8129032258064516
MelbourneAirport,2009,June,0.6466666666666667
MelbourneAirport,2009,March,1.1548387096774195
MelbourneAirport,2009,May,0.36129032258064514
MelbourneAirport,2009,November,3.9
MelbourneAirport,2009,October,0.6516129032258066
MelbourneAirport,2009,September,1.8333333333333335
MelbourneAirport,2010,April,0.6
MelbourneAirport,2010,August,2.0903225806451613
MelbourneAirport,2010,December,2.7161290322580647
MelbourneAirport,2010,February,1.3071428571428572
MelbourneAirport,2010,January,0.8645161290322578
MelbourneAirport,2010,July,0.8838709677419355
MelbourneAirport,2010,June,1.5666666666666667
MelbourneAirport,2010,March,2.8387096774193554
MelbourneAirport,2010,May,1.0129032258064514
MelbourneAirport,2010,November,4.333333333333333
MelbourneAirport,2010,October,4.232258064516129
MelbourneAirport,2010,September,1.4000000000000001
MelbourneAirport,2011,August,0.49677419354838703
MelbourneAirport,2011,December,1.9548387096774196
MelbourneAirport,2011,February,3.1214285714285714
MelbourneAirport,2011,January,3.1354838709677417
MelbourneAirport,2011,July,0.7161290322580646
MelbourneAirport,2011,June,0.6733333333333333
MelbourneAirport,2011,March,0.864516129032258
MelbourneAirport,2011,May,1.3806451612903226
MelbourneAirport,2011,November,3.733333333333333
MelbourneAirport,2011,October,2.3483870967741938
MelbourneAirport,2011,September,2.533333333333334
MelbourneAirport,2012,April,1.1800000000000002
MelbourneAirport,2012,August,1.6258064516129032
MelbourneAirport,2012,February,2.8137931034482757
MelbourneAirport,2012,January,0.3419354838709678
MelbourneAirport,2012,July,1.1032258064516127
MelbourneAirport,2012,June,1.8466666666666667
MelbourneAirport,2012,March,2.0645161290322585
MelbourneAirport,2012,May,1.7419354838709675
MelbourneAirport,2012,November,0.7466666666666668
MelbourneAirport,2012,October,0.8064516129032258
MelbourneAirport,2012,September,0.9933333333333334
MelbourneAirport,2013,April,0.8066666666666668
MelbourneAirport,2013,August,1.232258064516129
MelbourneAirport,2013,December,1.1548387096774193
MelbourneAirport,2013,January,0.3161290322580644
MelbourneAirport,2013,July,1.129032258064516
MelbourneAirport,2013,June,4.199999999999998
MelbourneAirport,2013,March,1.4258064516129034
MelbourneAirport,2013,May,0.8387096774193549
MelbourneAirport,2013,November,1.8933333333333333
MelbourneAirport,2013,October,1.3741935483870968
MelbourneAirport,2013,September,2.2
MelbourneAirport,2014,April,2.1866666666666665
MelbourneAirport,2014,August,1.0064516129032257
MelbourneAirport,2014,December,1.3354838709677417
MelbourneAirport,2014,February,0.49999999999999994
MelbourneAirport,2014,January,0.27096774193548384
MelbourneAirport,2014,July,0.664516129032258
MelbourneAirport,2014,June,1.48
MelbourneAirport,2014,March,0.8193548387096773
MelbourneAirport,2014,May,0.5741935483870968
MelbourneAirport,2014,November,1.6733333333333331
MelbourneAirport,2014,October,1.1741935483870969
MelbourneAirport,2014,September,1.5733333333333333
MelbourneAirport,2015,April,1.1733333333333331
MelbourneAirport,2015,August,0.6258064516129032
MelbourneAirport,2015,December,1.4451612903225808
MelbourneAirport,2015,February,1.3857142857142855
MelbourneAirport,2015,January,0.9677419354838708
MelbourneAirport,2015,July,2.0516129032258066
MelbourneAirport,2015,June,0.7799999999999999
MelbourneAirport,2015,March,0.7161290322580642
MelbourneAirport,2015,May,0.8193548387096774
MelbourneAirport,2015,November,1.8066666666666669
MelbourneAirport,2015,October,0.535483870967742
MelbourneAirport,2015,September,0.9266666666666666
MelbourneAirport,2016,April,1.2133333333333334
MelbourneAirport,2016,August,0.9870967741935482
